----------------------------- MORE -----------------------------

| Naziv : More 392 | P = 535 | S = 268 | MSV = 2 | kTezine = 572437 |
| Naziv : Gora 344 | P = 448 | D = 422 | V = 1 | B = 0.79 | kTezine = 0.382342 |
| Naziv : Gora 231 | P = 351 | D = 565 | V = 1 | B = 0.62 | kTezine = 0.381337 |
| Naziv : Gora 712 | P = 474 | D = 867 | V = 1 | B = 0.59 | kTezine = 0.380651 |
| Naziv : Gora 246 | P = 963 | D = 601 | V = 1 | B = 0.99 | kTezine = 0.380034 |
| Naziv : Gora 396 | P = 803 | D = 500 | V = 1 | B = 0.99 | kTezine = 0.37942 |
| Naziv : Gora 282 | P = 1 | D = 471 | V = 1 | B = 0.76 | kTezine = 0.379195 |
| Naziv : Gora 435 | P = 639 | D = 780 | V = 1 | B = 0.69 | kTezine = 0.378689 |
| Naziv : Gora 390 | P = 510 | D = 603 | V = 1 | B = 0.7 | kTezine = 0.378503 |
| Naziv : Gora 522 | P = 527 | D = 795 | V = 1 | B = 0.63 | kTezine = 0.37814 |
| Naziv : Gora 272 | P = 301 | D = 514 | V = 1 | B = 0.6 | kTezine = 0.377152 |
| Naziv : Gora 98 | P = 257 | D = 296 | V = 1 | B = 0.7 | kTezine = 0.373231 |
| Naziv : Gora 471 | P = 596 | D = 523 | V = 1 | B = 0.79 | kTezine = 0.368613 |
| Naziv : Gora 356 | P = 406 | D = 318 | V = 1 | B = 0.84 | kTezine = 0.368044 |
| Naziv : Gora 593 | P = 937 | D = 613 | V = 1 | B = 0.93 | kTezine = 0.367408 |
| Naziv : Gora 704 | P = 960 | D = 576 | V = 1 | B = 0.98 | kTezine = 0.367118 |
| Naziv : Gora 222 | P = 112 | D = 516 | V = 1 | B = 0.45 | kTezine = 0.366473 |
| Naziv : Gora 473 | P = 615 | D = 559 | V = 1 | B = 0.77 | kTezine = 0.36604 |
| Naziv : Gora 688 | P = 31 | D = 952 | V = 1 | B = 0.39 | kTezine = 0.365898 |
| Naziv : Gora 375 | P = 776 | D = 600 | V = 1 | B = 0.84 | kTezine = 0.365808 |
| Naziv : Gora 338 | P = 669 | D = 889 | V = 1 | B = 0.64 | kTezine = 0.364641 |
| Naziv : Gora 286 | P = 15 | D = 412 | V = 1 | B = 0.4 | kTezine = 0.361827 |
| Naziv : Gora 241 | P = 145 | D = 383 | V = 1 | B = 0.5 | kTezine = 0.360205 |
| Naziv : Gora 642 | P = 551 | D = 319 | V = 1 | B = 0.98 | kTezine = 0.358682 |
| Naziv : Gora 417 | P = 852 | D = 587 | V = 1 | B = 0.88 | kTezine = 0.358551 |
| Naziv : Gora 400 | P = 403 | D = 655 | V = 1 | B = 0.58 | kTezine = 0.358185 |
| Naziv : Gora 411 | P = 104 | D = 145 | V = 1 | B = 0.62 | kTezine = 0.357606 |
| Naziv : Gora 599 | P = 159 | D = 815 | V = 1 | B = 0.43 | kTezine = 0.357556 |
| Naziv : Gora 726 | P = 963 | D = 775 | V = 1 | B = 0.8 | kTezine = 0.356362 |
| Naziv : Gora 162 | P = 533 | D = 349 | V = 1 | B = 0.9 | kTezine = 0.355456 |
| Naziv : Gora 481 | P = 436 | D = 414 | V = 1 | B = 0.73 | kTezine = 0.354739 |
| Naziv : Gora 553 | P = 867 | D = 522 | V = 1 | B = 0.94 | kTezine = 0.352854 |
| Naziv : Gora 290 | P = 752 | D = 831 | V = 1 | B = 0.67 | kTezine = 0.351251 |
| Naziv : Gora 78 | P = 806 | D = 599 | V = 1 | B = 0.82 | kTezine = 0.349161 |
| Naziv : Gora 611 | P = 922 | D = 992 | V = 1 | B = 0.67 | kTezine = 0.346876 |
| Naziv : Gora 440 | P = 298 | D = 219 | V = 1 | B = 0.82 | kTezine = 0.346188 |
| Naziv : Gora 63 | P = 228 | D = 146 | V = 1 | B = 0.89 | kTezine = 0.345916 |
| Naziv : Gora 616 | P = 897 | D = 958 | V = 1 | B = 0.67 | kTezine = 0.345631 |
| Naziv : Gora 628 | P = 615 | D = 440 | V = 1 | B = 0.83 | kTezine = 0.345599 |
| Naziv : Gora 170 | P = 410 | D = 631 | V = 1 | B = 0.57 | kTezine = 0.344664 |
| Naziv : Gora 584 | P = 366 | D = 517 | V = 1 | B = 0.59 | kTezine = 0.344506 |
| Naziv : Gora 445 | P = 188 | D = 863 | V = 1 | B = 0.42 | kTezine = 0.343047 |
| Naziv : Gora 770 | P = 639 | D = 810 | V = 1 | B = 0.61 | kTezine = 0.340461 |
| Naziv : Gora 72 | P = 429 | D = 667 | V = 1 | B = 0.56 | kTezine = 0.34001 |
| Naziv : Gora 733 | P = 418 | D = 226 | V = 1 | B = 0.97 | kTezine = 0.339591 |
| Naziv : Gora 250 | P = 842 | D = 581 | V = 1 | B = 0.83 | kTezine = 0.338481 |
| Naziv : Gora 12 | P = 872 | D = 863 | V = 1 | B = 0.68 | kTezine = 0.337849 |
| Naziv : Gora 675 | P = 298 | D = 899 | V = 1 | B = 0.45 | kTezine = 0.33684 |
| Naziv : Gora 637 | P = 209 | D = 696 | V = 1 | B = 0.44 | kTezine = 0.336775 |
| Naziv : Gora 268 | P = 3 | D = 592 | V = 1 | B = 0.45 | kTezine = 0.335798 |
| Naziv : Gora 714 | P = 736 | D = 622 | V = 1 | B = 0.73 | kTezine = 0.333906 |
| Naziv : Gora 488 | P = 284 | D = 196 | V = 1 | B = 0.82 | kTezine = 0.333658 |
| Naziv : Gora 636 | P = 10 | D = 845 | V = 1 | B = 0.37 | kTezine = 0.33243 |
| Naziv : Gora 439 | P = 890 | D = 632 | V = 1 | B = 0.8 | kTezine = 0.331822 |
| Naziv : Gora 595 | P = 173 | D = 100 | V = 1 | B = 0.91 | kTezine = 0.331418 |
| Naziv : Gora 728 | P = 245 | D = 248 | V = 1 | B = 0.66 | kTezine = 0.330658 |
| Naziv : Gora 147 | P = 140 | D = 427 | V = 1 | B = 0.44 | kTezine = 0.329008 |
| Naziv : Gora 172 | P = 587 | D = 666 | V = 1 | B = 0.62 | kTezine = 0.328985 |
| Naziv : Gora 744 | P = 280 | D = 542 | V = 1 | B = 0.5 | kTezine = 0.32851 |
| Naziv : Gora 87 | P = 573 | D = 408 | V = 1 | B = 0.79 | kTezine = 0.32799 |
| Naziv : Gora 369 | P = 821 | D = 719 | V = 1 | B = 0.7 | kTezine = 0.326421 |
| Naziv : Gora 539 | P = 550 | D = 540 | V = 1 | B = 0.66 | kTezine = 0.326379 |
| Naziv : Gora 259 | P = 421 | D = 587 | V = 1 | B = 0.56 | kTezine = 0.325338 |
| Naziv : Gora 571 | P = 332 | D = 427 | V = 1 | B = 0.58 | kTezine = 0.325318 |
| Naziv : Gora 81 | P = 380 | D = 754 | V = 1 | B = 0.49 | kTezine = 0.324947 |
| Naziv : Gora 546 | P = 517 | D = 612 | V = 1 | B = 0.6 | kTezine = 0.324616 |
| Naziv : Gora 121 | P = 192 | D = 341 | V = 1 | B = 0.51 | kTezine = 0.324595 |
| Naziv : Gora 370 | P = 124 | D = 118 | V = 1 | B = 0.67 | kTezine = 0.324081 |
| Naziv : Gora 654 | P = 139 | D = 79 | V = 1 | B = 0.9 | kTezine = 0.323817 |
| Naziv : Gora 220 | P = 306 | D = 304 | V = 1 | B = 0.65 | kTezine = 0.322879 |
| Naziv : Gora 304 | P = 836 | D = 788 | V = 1 | B = 0.66 | kTezine = 0.319864 |
| Naziv : Gora 44 | P = 963 | D = 541 | V = 1 | B = 0.89 | kTezine = 0.319808 |
| Naziv : Gora 93 | P = 474 | D = 460 | V = 1 | B = 0.65 | kTezine = 0.319455 |
| Naziv : Gora 737 | P = 991 | D = 585 | V = 1 | B = 0.86 | kTezine = 0.318904 |
| Naziv : Gora 262 | P = 512 | D = 904 | V = 1 | B = 0.5 | kTezine = 0.318587 |
| Naziv : Gora 730 | P = 464 | D = 231 | V = 1 | B = 0.96 | kTezine = 0.318393 |
| Naziv : Gora 555 | P = 587 | D = 488 | V = 1 | B = 0.7 | kTezine = 0.317227 |
| Naziv : Gora 169 | P = 452 | D = 292 | V = 1 | B = 0.81 | kTezine = 0.317201 |
| Naziv : Gora 530 | P = 103 | D = 655 | V = 1 | B = 0.37 | kTezine = 0.316649 |
| Naziv : Gora 107 | P = 845 | D = 738 | V = 1 | B = 0.68 | kTezine = 0.316644 |
| Naziv : Gora 502 | P = 784 | D = 674 | V = 1 | B = 0.68 | kTezine = 0.313948 |
| Naziv : Gora 775 | P = 698 | D = 723 | V = 1 | B = 0.61 | kTezine = 0.309922 |
| Naziv : Gora 670 | P = 961 | D = 593 | V = 1 | B = 0.81 | kTezine = 0.308771 |
| Naziv : Gora 361 | P = 119 | D = 106 | V = 1 | B = 0.66 | kTezine = 0.308342 |
| Naziv : Gora 271 | P = 475 | D = 519 | V = 1 | B = 0.59 | kTezine = 0.307411 |
| Naziv : Gora 699 | P = 474 | D = 498 | V = 1 | B = 0.6 | kTezine = 0.30676 |
| Naziv : Gora 501 | P = 49 | D = 130 | V = 1 | B = 0.43 | kTezine = 0.306045 |
| Naziv : Gora 75 | P = 169 | D = 942 | V = 1 | B = 0.36 | kTezine = 0.303443 |
| Naziv : Gora 485 | P = 789 | D = 503 | V = 1 | B = 0.78 | kTezine = 0.303284 |
| Naziv : Gora 470 | P = 645 | D = 828 | V = 1 | B = 0.54 | kTezine = 0.303074 |
| Naziv : Gora 233 | P = 295 | D = 434 | V = 1 | B = 0.51 | kTezine = 0.302596 |
| Naziv : Gora 51 | P = 720 | D = 610 | V = 1 | B = 0.66 | kTezine = 0.302287 |
| Naziv : Gora 740 | P = 844 | D = 888 | V = 1 | B = 0.59 | kTezine = 0.302136 |
| Naziv : Gora 664 | P = 14 | D = 708 | V = 1 | B = 0.33 | kTezine = 0.302028 |
| Naziv : Gora 160 | P = 650 | D = 731 | V = 1 | B = 0.57 | kTezine = 0.301253 |
| Naziv : Gora 552 | P = 786 | D = 377 | V = 1 | B = 0.93 | kTezine = 0.301087 |
| Naziv : Gora 174 | P = 707 | D = 974 | V = 1 | B = 0.52 | kTezine = 0.300871 |
| Naziv : Gora 428 | P = 460 | D = 982 | V = 1 | B = 0.44 | kTezine = 0.298989 |
| Naziv : Gora 621 | P = 769 | D = 651 | V = 1 | B = 0.65 | kTezine = 0.297606 |
| Naziv : Gora 168 | P = 210 | D = 139 | V = 1 | B = 0.75 | kTezine = 0.297295 |
| Naziv : Gora 77 | P = 674 | D = 443 | V = 1 | B = 0.75 | kTezine = 0.297008 |
| Naziv : Gora 342 | P = 999 | D = 816 | V = 1 | B = 0.66 | kTezine = 0.296431 |
| Naziv : Gora 718 | P = 235 | D = 345 | V = 1 | B = 0.5 | kTezine = 0.296154 |
| Naziv : Gora 403 | P = 728 | D = 476 | V = 1 | B = 0.75 | kTezine = 0.296105 |
| Naziv : Gora 374 | P = 750 | D = 525 | V = 1 | B = 0.72 | kTezine = 0.296076 |
| Naziv : Gora 232 | P = 77 | D = 282 | V = 1 | B = 0.38 | kTezine = 0.294669 |
| Naziv : Gora 230 | P = 592 | D = 384 | V = 1 | B = 0.75 | kTezine = 0.294584 |
| Naziv : Gora 525 | P = 470 | D = 395 | V = 1 | B = 0.64 | kTezine = 0.291634 |
| Naziv : Gora 682 | P = 838 | D = 546 | V = 1 | B = 0.74 | kTezine = 0.291588 |
| Naziv : Gora 493 | P = 648 | D = 404 | V = 1 | B = 0.76 | kTezine = 0.291413 |
| Naziv : Gora 452 | P = 974 | D = 864 | V = 1 | B = 0.62 | kTezine = 0.291148 |
| Naziv : Gora 676 | P = 734 | D = 827 | V = 1 | B = 0.55 | kTezine = 0.290987 |
| Naziv : Gora 438 | P = 423 | D = 354 | V = 1 | B = 0.64 | kTezine = 0.290895 |
| Naziv : Gora 732 | P = 698 | D = 928 | V = 1 | B = 0.51 | kTezine = 0.290654 |
| Naziv : Gora 456 | P = 691 | D = 446 | V = 1 | B = 0.74 | kTezine = 0.289853 |
| Naziv : Gora 399 | P = 661 | D = 580 | V = 1 | B = 0.62 | kTezine = 0.289329 |
| Naziv : Gora 171 | P = 23 | D = 852 | V = 1 | B = 0.31 | kTezine = 0.289274 |
| Naziv : Gora 120 | P = 945 | D = 488 | V = 1 | B = 0.85 | kTezine = 0.289157 |
| Naziv : Gora 500 | P = 827 | D = 878 | V = 1 | B = 0.56 | kTezine = 0.288027 |
| Naziv : Gora 157 | P = 890 | D = 797 | V = 1 | B = 0.61 | kTezine = 0.287863 |
| Naziv : Gora 184 | P = 63 | D = 140 | V = 1 | B = 0.42 | kTezine = 0.285129 |
| Naziv : Gora 133 | P = 137 | D = 539 | V = 1 | B = 0.36 | kTezine = 0.284961 |
| Naziv : Gora 316 | P = 138 | D = 185 | V = 1 | B = 0.5 | kTezine = 0.284317 |
| Naziv : Gora 208 | P = 75 | D = 174 | V = 1 | B = 0.41 | kTezine = 0.282736 |
| Naziv : Gora 257 | P = 661 | D = 418 | V = 1 | B = 0.73 | kTezine = 0.282372 |
| Naziv : Gora 763 | P = 655 | D = 706 | V = 1 | B = 0.54 | kTezine = 0.279691 |
| Naziv : Gora 511 | P = 663 | D = 474 | V = 1 | B = 0.67 | kTezine = 0.278893 |
| Naziv : Gora 691 | P = 546 | D = 997 | V = 1 | B = 0.43 | kTezine = 0.277334 |
| Naziv : Gora 298 | P = 889 | D = 554 | V = 1 | B = 0.72 | kTezine = 0.276114 |
| Naziv : Gora 773 | P = 101 | D = 72 | V = 1 | B = 0.67 | kTezine = 0.27611 |
| Naziv : Gora 176 | P = 237 | D = 495 | V = 1 | B = 0.41 | kTezine = 0.276089 |
| Naziv : Gora 340 | P = 724 | D = 349 | V = 1 | B = 0.85 | kTezine = 0.276087 |
| Naziv : Gora 301 | P = 247 | D = 550 | V = 1 | B = 0.4 | kTezine = 0.274922 |
| Naziv : Gora 731 | P = 845 | D = 969 | V = 1 | B = 0.51 | kTezine = 0.272109 |
| Naziv : Gora 111 | P = 465 | D = 311 | V = 1 | B = 0.68 | kTezine = 0.271941 |
| Naziv : Gora 67 | P = 379 | D = 167 | V = 1 | B = 0.89 | kTezine = 0.2715 |
| Naziv : Gora 604 | P = 42 | D = 275 | V = 1 | B = 0.32 | kTezine = 0.271147 |
| Naziv : Gora 560 | P = 654 | D = 942 | V = 1 | B = 0.46 | kTezine = 0.271089 |
| Naziv : Gora 596 | P = 170 | D = 307 | V = 1 | B = 0.42 | kTezine = 0.268734 |
| Naziv : Gora 550 | P = 382 | D = 602 | V = 1 | B = 0.44 | kTezine = 0.268484 |
| Naziv : Gora 242 | P = 704 | D = 536 | V = 1 | B = 0.62 | kTezine = 0.26762 |
| Naziv : Gora 432 | P = 280 | D = 197 | V = 1 | B = 0.65 | kTezine = 0.267493 |
| Naziv : Gora 16 | P = 676 | D = 437 | V = 1 | B = 0.68 | kTezine = 0.266596 |
| Naziv : Gora 494 | P = 510 | D = 365 | V = 1 | B = 0.64 | kTezine = 0.266449 |
| Naziv : Gora 94 | P = 773 | D = 328 | V = 1 | B = 0.89 | kTezine = 0.264798 |
| Naziv : Gora 702 | P = 650 | D = 828 | V = 1 | B = 0.47 | kTezine = 0.262897 |
| Naziv : Gora 377 | P = 848 | D = 420 | V = 1 | B = 0.79 | kTezine = 0.261364 |
| Naziv : Gora 643 | P = 333 | D = 303 | V = 1 | B = 0.55 | kTezine = 0.261244 |
| Naziv : Gora 449 | P = 822 | D = 347 | V = 1 | B = 0.88 | kTezine = 0.260897 |
| Naziv : Gora 123 | P = 1000 | D = 651 | V = 1 | B = 0.66 | kTezine = 0.259982 |
| Naziv : Gora 523 | P = 244 | D = 236 | V = 1 | B = 0.53 | kTezine = 0.25952 |
| Naziv : Gora 80 | P = 967 | D = 809 | V = 1 | B = 0.57 | kTezine = 0.259377 |
| Naziv : Gora 689 | P = 428 | D = 794 | V = 1 | B = 0.4 | kTezine = 0.259296 |
| Naziv : Gora 653 | P = 386 | D = 908 | V = 1 | B = 0.37 | kTezine = 0.258958 |
| Naziv : Gora 159 | P = 546 | D = 435 | V = 1 | B = 0.58 | kTezine = 0.256716 |
| Naziv : Gora 296 | P = 812 | D = 854 | V = 1 | B = 0.5 | kTezine = 0.255987 |
| Naziv : Gora 50 | P = 782 | D = 933 | V = 1 | B = 0.47 | kTezine = 0.255364 |
| Naziv : Gora 774 | P = 858 | D = 355 | V = 1 | B = 0.87 | kTezine = 0.25432 |
| Naziv : Gora 646 | P = 664 | D = 779 | V = 1 | B = 0.47 | kTezine = 0.253347 |
| Naziv : Gora 132 | P = 228 | D = 588 | V = 1 | B = 0.35 | kTezine = 0.251105 |
| Naziv : Gora 607 | P = 475 | D = 399 | V = 1 | B = 0.55 | kTezine = 0.250559 |
| Naziv : Gora 134 | P = 400 | D = 196 | V = 1 | B = 0.76 | kTezine = 0.24931 |
| Naziv : Gora 450 | P = 598 | D = 402 | V = 1 | B = 0.62 | kTezine = 0.248824 |
| Naziv : Gora 288 | P = 42 | D = 613 | V = 1 | B = 0.27 | kTezine = 0.246811 |
| Naziv : Gora 103 | P = 247 | D = 187 | V = 1 | B = 0.57 | kTezine = 0.244609 |
| Naziv : Gora 89 | P = 403 | D = 313 | V = 1 | B = 0.56 | kTezine = 0.244199 |
| Naziv : Gora 710 | P = 670 | D = 213 | V = 1 | B = 1.01 | kTezine = 0.243272 |
| Naziv : Gora 693 | P = 232 | D = 417 | V = 1 | B = 0.38 | kTezine = 0.243112 |
| Naziv : Gora 533 | P = 59 | D = 45 | V = 1 | B = 0.57 | kTezine = 0.242524 |
| Naziv : Gora 150 | P = 691 | D = 986 | V = 1 | B = 0.41 | kTezine = 0.240713 |
| Naziv : Gora 757 | P = 742 | D = 854 | V = 1 | B = 0.45 | kTezine = 0.240465 |
| Naziv : Gora 306 | P = 344 | D = 835 | V = 1 | B = 0.34 | kTezine = 0.240099 |
| Naziv : Gora 237 | P = 543 | D = 465 | V = 1 | B = 0.52 | kTezine = 0.23944 |
| Naziv : Gora 766 | P = 29 | D = 321 | V = 1 | B = 0.27 | kTezine = 0.239374 |
| Naziv : Gora 404 | P = 750 | D = 312 | V = 1 | B = 0.8 | kTezine = 0.234715 |
| Naziv : Gora 701 | P = 936 | D = 528 | V = 1 | B = 0.65 | kTezine = 0.234176 |
| Naziv : Gora 284 | P = 14 | D = 379 | V = 1 | B = 0.26 | kTezine = 0.234022 |
| Naziv : Gora 345 | P = 19 | D = 931 | V = 1 | B = 0.25 | kTezine = 0.23275 |
| Naziv : Gora 339 | P = 969 | D = 675 | V = 1 | B = 0.56 | kTezine = 0.22969 |
| Naziv : Gora 610 | P = 729 | D = 966 | V = 1 | B = 0.4 | kTezine = 0.227652 |
| Naziv : Gora 391 | P = 830 | D = 780 | V = 1 | B = 0.47 | kTezine = 0.227428 |
| Naziv : Gora 516 | P = 354 | D = 787 | V = 1 | B = 0.33 | kTezine = 0.226975 |
| Naziv : Gora 266 | P = 983 | D = 401 | V = 1 | B = 0.78 | kTezine = 0.225767 |
| Naziv : Gora 392 | P = 257 | D = 912 | V = 1 | B = 0.29 | kTezine = 0.225368 |
| Naziv : Gora 388 | P = 254 | D = 393 | V = 1 | B = 0.37 | kTezine = 0.223864 |
| Naziv : Gora 641 | P = 510 | D = 506 | V = 1 | B = 0.45 | kTezine = 0.223676 |
| Naziv : Gora 776 | P = 877 | D = 395 | V = 1 | B = 0.72 | kTezine = 0.22333 |
| Naziv : Gora 720 | P = 869 | D = 555 | V = 1 | B = 0.57 | kTezine = 0.221901 |
| Naziv : Gora 742 | P = 446 | D = 920 | V = 1 | B = 0.33 | kTezine = 0.221758 |
| Naziv : Gora 329 | P = 624 | D = 823 | V = 1 | B = 0.39 | kTezine = 0.221463 |
| Naziv : Gora 71 | P = 272 | D = 196 | V = 1 | B = 0.53 | kTezine = 0.221153 |
| Naziv : Gora 275 | P = 421 | D = 547 | V = 1 | B = 0.39 | kTezine = 0.21986 |
| Naziv : Gora 752 | P = 537 | D = 592 | V = 1 | B = 0.42 | kTezine = 0.219821 |
| Naziv : Gora 214 | P = 923 | D = 699 | V = 1 | B = 0.51 | kTezine = 0.219546 |
| Naziv : Gora 771 | P = 812 | D = 371 | V = 1 | B = 0.7 | kTezine = 0.219257 |
| Naziv : Gora 419 | P = 611 | D = 428 | V = 1 | B = 0.53 | kTezine = 0.217969 |
| Naziv : Gora 166 | P = 680 | D = 197 | V = 1 | B = 0.97 | kTezine = 0.217571 |
| Naziv : Gora 384 | P = 275 | D = 585 | V = 1 | B = 0.32 | kTezine = 0.216886 |
| Naziv : Gora 335 | P = 585 | D = 517 | V = 1 | B = 0.46 | kTezine = 0.215439 |
| Naziv : Gora 612 | P = 505 | D = 301 | V = 1 | B = 0.57 | kTezine = 0.212445 |
| Naziv : Gora 674 | P = 701 | D = 628 | V = 1 | B = 0.45 | kTezine = 0.212338 |
| Naziv : Gora 393 | P = 988 | D = 681 | V = 1 | B = 0.52 | kTezine = 0.21196 |
| Naziv : Gora 136 | P = 313 | D = 617 | V = 1 | B = 0.32 | kTezine = 0.211625 |
| Naziv : Gora 26 | P = 971 | D = 739 | V = 1 | B = 0.49 | kTezine = 0.211542 |
| Naziv : Gora 632 | P = 239 | D = 285 | V = 1 | B = 0.39 | kTezine = 0.211234 |
| Naziv : Gora 554 | P = 354 | D = 208 | V = 1 | B = 0.57 | kTezine = 0.210367 |
| Naziv : Gora 671 | P = 721 | D = 262 | V = 1 | B = 0.79 | kTezine = 0.210268 |
| Naziv : Gora 386 | P = 534 | D = 363 | V = 1 | B = 0.52 | kTezine = 0.210041 |
| Naziv : Gora 420 | P = 873 | D = 278 | V = 1 | B = 0.87 | kTezine = 0.20989 |
| Naziv : Gora 668 | P = 217 | D = 904 | V = 1 | B = 0.26 | kTezine = 0.208708 |
| Naziv : Gora 315 | P = 331 | D = 182 | V = 1 | B = 0.59 | kTezine = 0.208687 |
| Naziv : Gora 221 | P = 455 | D = 199 | V = 1 | B = 0.68 | kTezine = 0.206458 |
| Naziv : Gora 359 | P = 641 | D = 216 | V = 1 | B = 0.82 | kTezine = 0.206353 |
| Naziv : Gora 325 | P = 825 | D = 796 | V = 1 | B = 0.42 | kTezine = 0.205993 |
| Naziv : Gora 82 | P = 802 | D = 235 | V = 1 | B = 0.91 | kTezine = 0.205963 |
| Naziv : Gora 544 | P = 725 | D = 198 | V = 1 | B = 0.96 | kTezine = 0.205654 |
| Naziv : Gora 53 | P = 378 | D = 300 | V = 1 | B = 0.46 | kTezine = 0.203003 |
| Naziv : Gora 332 | P = 222 | D = 72 | V = 1 | B = 0.83 | kTezine = 0.202354 |
| Naziv : Gora 33 | P = 779 | D = 311 | V = 1 | B = 0.71 | kTezine = 0.202318 |
| Naziv : Gora 215 | P = 857 | D = 833 | V = 1 | B = 0.41 | kTezine = 0.201853 |
| Naziv : Gora 198 | P = 170 | D = 144 | V = 1 | B = 0.44 | kTezine = 0.200603 |
| Naziv : Gora 496 | P = 914 | D = 488 | V = 1 | B = 0.57 | kTezine = 0.198185 |
| Naziv : Gora 738 | P = 395 | D = 338 | V = 1 | B = 0.43 | kTezine = 0.19778 |
| Naziv : Gora 99 | P = 370 | D = 719 | V = 1 | B = 0.3 | kTezine = 0.197538 |
| Naziv : Gora 354 | P = 920 | D = 546 | V = 1 | B = 0.53 | kTezine = 0.19718 |
| Naziv : Gora 591 | P = 49 | D = 143 | V = 1 | B = 0.27 | kTezine = 0.197072 |
| Naziv : Gora 69 | P = 442 | D = 752 | V = 1 | B = 0.31 | kTezine = 0.194802 |
| Naziv : Gora 311 | P = 611 | D = 260 | V = 1 | B = 0.65 | kTezine = 0.193713 |
| Naziv : Gora 625 | P = 295 | D = 198 | V = 1 | B = 0.48 | kTezine = 0.192128 |
| Naziv : Gora 32 | P = 309 | D = 851 | V = 1 | B = 0.26 | kTezine = 0.190126 |
| Naziv : Gora 276 | P = 838 | D = 589 | V = 1 | B = 0.46 | kTezine = 0.189641 |
| Naziv : Gora 36 | P = 867 | D = 746 | V = 1 | B = 0.41 | kTezine = 0.189403 |
| Naziv : Gora 442 | P = 462 | D = 250 | V = 1 | B = 0.54 | kTezine = 0.189197 |
| Naziv : Gora 24 | P = 298 | D = 513 | V = 1 | B = 0.3 | kTezine = 0.189131 |
| Naziv : Gora 151 | P = 889 | D = 693 | V = 1 | B = 0.43 | kTezine = 0.188151 |
| Naziv : Gora 497 | P = 416 | D = 432 | V = 1 | B = 0.37 | kTezine = 0.188039 |
| Naziv : Gora 333 | P = 737 | D = 472 | V = 1 | B = 0.48 | kTezine = 0.187141 |
| Naziv : Gora 213 | P = 930 | D = 986 | V = 1 | B = 0.36 | kTezine = 0.185062 |
| Naziv : Gora 285 | P = 951 | D = 236 | V = 1 | B = 0.93 | kTezine = 0.184709 |
| Naziv : Gora 483 | P = 811 | D = 488 | V = 1 | B = 0.49 | kTezine = 0.183853 |
| Naziv : Gora 122 | P = 211 | D = 403 | V = 1 | B = 0.28 | kTezine = 0.182912 |
| Naziv : Gora 532 | P = 601 | D = 257 | V = 1 | B = 0.61 | kTezine = 0.182412 |
| Naziv : Gora 735 | P = 297 | D = 101 | V = 1 | B = 0.72 | kTezine = 0.1821 |
| Naziv : Gora 635 | P = 645 | D = 335 | V = 1 | B = 0.53 | kTezine = 0.180893 |
| Naziv : Gora 614 | P = 899 | D = 261 | V = 1 | B = 0.8 | kTezine = 0.1798 |
| Naziv : Gora 703 | P = 250 | D = 894 | V = 1 | B = 0.23 | kTezine = 0.179022 |
| Naziv : Gora 528 | P = 31 | D = 351 | V = 1 | B = 0.2 | kTezine = 0.178027 |
| Naziv : Gora 447 | P = 921 | D = 943 | V = 1 | B = 0.35 | kTezine = 0.176873 |
| Naziv : Gora 660 | P = 948 | D = 865 | V = 1 | B = 0.37 | kTezine = 0.176345 |
| Naziv : Gora 519 | P = 714 | D = 556 | V = 1 | B = 0.4 | kTezine = 0.174873 |
| Naziv : Gora 768 | P = 926 | D = 633 | V = 1 | B = 0.43 | kTezine = 0.174404 |
| Naziv : Gora 244 | P = 537 | D = 382 | V = 1 | B = 0.42 | kTezine = 0.174257 |
| Naziv : Gora 135 | P = 297 | D = 666 | V = 1 | B = 0.25 | kTezine = 0.172317 |
| Naziv : Gora 609 | P = 278 | D = 84 | V = 1 | B = 0.74 | kTezine = 0.171097 |
| Naziv : Gora 341 | P = 255 | D = 741 | V = 1 | B = 0.23 | kTezine = 0.170446 |
| Naziv : Gora 1 | P = 687 | D = 156 | V = 1 | B = 0.92 | kTezine = 0.170002 |
| Naziv : Gora 574 | P = 591 | D = 528 | V = 1 | B = 0.36 | kTezine = 0.169579 |
| Naziv : Gora 455 | P = 530 | D = 374 | V = 1 | B = 0.41 | kTezine = 0.169304 |
| Naziv : Gora 541 | P = 783 | D = 923 | V = 1 | B = 0.31 | kTezine = 0.167506 |
| Naziv : Gora 100 | P = 61 | D = 524 | V = 1 | B = 0.19 | kTezine = 0.167443 |
| Naziv : Gora 441 | P = 904 | D = 201 | V = 1 | B = 0.92 | kTezine = 0.167164 |
| Naziv : Gora 38 | P = 505 | D = 456 | V = 1 | B = 0.35 | kTezine = 0.165749 |
| Naziv : Gora 209 | P = 435 | D = 278 | V = 1 | B = 0.42 | kTezine = 0.163383 |
| Naziv : Gora 252 | P = 983 | D = 707 | V = 1 | B = 0.39 | kTezine = 0.162988 |
| Naziv : Gora 707 | P = 789 | D = 479 | V = 1 | B = 0.43 | kTezine = 0.162231 |
| Naziv : Gora 321 | P = 80 | D = 799 | V = 1 | B = 0.18 | kTezine = 0.161598 |
| Naziv : Gora 319 | P = 386 | D = 790 | V = 1 | B = 0.24 | kTezine = 0.160808 |
| Naziv : Gora 189 | P = 793 | D = 904 | V = 1 | B = 0.3 | kTezine = 0.15961 |
| Naziv : Gora 585 | P = 376 | D = 590 | V = 1 | B = 0.26 | kTezine = 0.158378 |
